Release Year,Title,Origin/Ethnicity,Director,Cast,Genre,Wiki Page,Plot,NoStopwords
1927,Underworld,American,Josef von Sternberg,"George Bancroft, Evelyn Brent, Clive Brook",crime,https://en.wikipedia.org/wiki/Underworld_(1927_film),"Boisterous gangster kingpin 'Bull' Weed rehabilitates the down-and-out 'Rolls Royce' Wensel, a former lawyer who has fallen into alcoholism. The two become confidants, with Rolls Royce's intelligence aiding Weed's schemes, but complications arise when Rolls Royce falls for Weed's girlfriend 'Feathers' McCoy.
Adding to Weed's troubles are attempts by a rival gangster, 'Buck' Mulligan, to muscle in on his territory. Their antagonism climaxes with Weed killing Mulligan and he is imprisoned, awaiting a death sentence. Rolls Royce devises an escape plan, but he and Feathers face a dilemma, wondering if they should elope together and leave Bull Weed to his fate.","boisterous gangster kingpin Bull Weed rehabilitate Rolls Royce Wensel lawyer fall alcoholism confidant Rolls Royce intelligence aid Weed scheme complication arise Rolls Royce fall Weed girlfriend feather McCoy 
 add Weed trouble attempt rival gangster Buck Mulligan muscle territory antagonism climax Weed kill Mulligan imprison await death sentence Rolls Royce devise escape plan Feathers face dilemma wonder elope leave Bull Weed fate"
1927,The Unknown,American,Tod Browning,"Lon Chaney, Joan Crawford",horror,https://en.wikipedia.org/wiki/The_Unknown_(1927_film),"Alonzo the Armless is a circus freak who uses his feet to toss knives and fire a rifle at his partner, Nanon. However, he is an impostor and fugitive. He has arms, but keeps them tightly bound to his torso, a secret known only to his friend Cojo, a midget. Alonzo's left hand has a double thumb, which would identify him as the perpetrator of various crimes.
Alonzo is secretly in love with Nanon. Malabar, the circus strongman, is devoted to her as well, but she has a strong fear of men's arms and cannot stand being pawed by them, so she shuns him. She only feels comfortable around the armless Alonzo. When she embraces and kisses him, he is given hope, but Cojo warns him that he cannot let it happen again. If she holds him, she might feel his arms.
When Antonio Zanzi, the circus's owner and Nanon's father, discovers Alonzo's secret, Alonzo kills him with his bare hands. Nanon witnesses this through a window. A flash of lightning reveals that her father's killer has a double thumb on his left hand, but she does not see his face. Since Alonzo is believed to be armless, he is not a suspect.
When the circus leaves town, Alonzo has Nanon remain behind with him. He takes extreme measures to try to have the woman he loves. He blackmails a surgeon into amputating his arms. While he is away, however, Malabar's steadfast love finally enables Nanon to overcome her phobia, and she agrees to marry him.
When Alonzo (now truly armless) returns to Nanon, she excitedly tells him the news. Alonzo is shocked and horrified, first laughing, then crying, confusing the couple. He then learns that Malabar and Nanon have been practicing a new act, where the strongman's arms are seemingly pulled in opposite directions by two horses (who are actually on hidden treadmills). During the first performance, Alonzo stops one treadmill in an attempt to maim or kill his rival. When Nanon starts to intervene, Alonzo threatens her with a knife. However, she rushes to calm down one of the horses. Alonzo tries to save her from injury by pushing her out of the way. The horse knocks Alonzo down and fatally stomps on him.
In the original film script and some discarded filmed sequences, Alonzo murders both the doctor and Cojo, to eliminate them as witnesses before he returns to claim Nanon.","Alonzo Armless circus freak use foot toss knife fire rifle partner Nanon impostor fugitive arm keep tightly bind torso secret know friend Cojo midget Alonzo left hand double thumb identify perpetrator crime 
 Alonzo secretly love Nanon Malabar circus strongman devoted strong fear man arm stand paw shun feel comfortable armless Alonzo embrace kiss give hope Cojo warn let happen hold feel arm 
 Antonio Zanzi circus owner Nanon father discover Alonzo secret Alonzo kill bare hand Nanon witness window flash lightning reveal father killer double thumb left hand face Alonzo believe armless suspect 
 circus leave town Alonzo Nanon remain take extreme measure try woman love blackmail surgeon amputate arm away Malabar steadfast love finally enable Nanon overcome phobia agree marry 
 Alonzo truly armless return Nanon excitedly tell news Alonzo shock horrified laugh cry confuse couple learn Malabar Nanon practice new act strongman arm seemingly pull opposite direction horse actually hide treadmill performance Alonzo stop treadmill attempt maim kill rival Nanon start intervene Alonzo threaten knife rush calm horse Alonzo try save injury push way horse knock Alonzo fatally stomp 
 original film script discard film sequence Alonzo murder doctor Cojo eliminate witness return claim Nanon"
1927,The Way of All Flesh,American,Victor Fleming,"Emil Jannings, Belle Bennett, Phyllis Haver",melodrama,https://en.wikipedia.org/wiki/The_Way_of_All_Flesh_(1927_film),"In the story, which opens in the early 1900s, Jannings plays August Schiller, a bank clerk in Milwaukee who is happy with both his job and his family. But when bank officials ask him to transport $1,000 in securities to Chicago, he meets a blond seductress on the train, who sees what he is carrying. She flirts with him, convinces him to buy her a bottle of champagne, and takes him to a saloon run by a crook. The next morning he awakes alone in a dilapidated bedroom, without the securities. He finds the woman, and at first pleads with her, then intimidates her to return the stolen securities. He is knocked unconscious by the saloon owner and dragged to a nearby railroad track.
As the crook strips him of everything that might lead to his identification, Schiller recovers consciousness, and in a struggle the crook is thrown into the path of an oncoming train and killed. Schiller flees, and in despair is about to take his own life, when he sees in a newspaper that he is supposedly dead, the crook's mangled body having been identified as Schiller's. The time passes to twenty years later. Schiller is aged and unkempt, employed to pick up trash in a park. He sees his own family go to a cemetery and place a wreath on his grave. Following other scenes in a Christmas snowstorm, Schiller makes his way to his former home, where he sees that the son whom he had taught to play violin is now a successful musician. He walks away, carrying in his pocket a dollar that his son has given him, not recognizing that the old tramp is his father.
The film is unrelated to Samuel Butler's novel The Way of All Flesh.","story open early 1900 Jannings play August Schiller bank clerk Milwaukee happy job family bank official ask transport $ 1,000 security Chicago meet blond seductress train see carry flirt convince buy bottle champagne take saloon run crook morning awake dilapidated bedroom security find woman plead intimidate return steal security knock unconscious saloon owner drag nearby railroad track 
 crook strip lead identification Schiller recover consciousness struggle crook throw path oncoming train kill schiller flee despair life see newspaper supposedly dead crook mangled body have identify Schiller time pass year later Schiller aged unkempt employ pick trash park see family cemetery place wreath grave follow scene Christmas snowstorm Schiller make way home see son teach play violin successful musician walk away carry pocket dollar son give recognize old tramp father 
 film unrelated Samuel Butler novel way Flesh"
1927,When a Man Loves,American,Alan Crosland,"John Barrymore, Dolores Costello",historical drama,https://en.wikipedia.org/wiki/When_a_Man_Loves,"Chevalier Fabien des Grieux, who has forsworn the world for the church, falls passionately in love with young Manon Lescaut when he encounters her en route to a convent with her brother André. The lustful Comte Guillot de Morfontaine offers André a tempting sum for Manon, and learning of their bargain, Fabien takes her to Paris, where they spend an idyllic week in a garret. André finds her, persuades her to leave Fabien, and tries to force her into an alliance with Morfontaine—then rescues Manon from the advances of a brutal Apache. Fabien, crushed to believe that Manon has become Morfontaine's mistress, is about to take his vows but is deterred by her love for him. King Louis sees Manon in Richelieu's drawing room and wins her. The rejected Morfontaine orders her arrest and deportation, but he is killed by Fabien, who joins Manon on a convict ship bound for America. After inciting the convicts to mutiny, he escapes with her in a small boat.",Chevalier Fabien des Grieux forswear world church fall passionately love young Manon Lescaut encounter en route convent brother André lustful Comte Guillot de Morfontaine offer André tempting sum Manon learning bargain Fabien take Paris spend idyllic week garret André find persuade leave Fabien try force alliance Morfontaine rescue Manon advance brutal Apache Fabien crush believe Manon Morfontaine mistress vow deter love King Louis see Manon Richelieu drawing room win rejected Morfontaine order arrest deportation kill Fabien join Manon convict ship bind America incite convict mutiny escape small boat
1927,Why Girls Love Sailors,American,Fred Guiol,"Stan Laurel, Oliver Hardy",comedy,https://en.wikipedia.org/wiki/Why_Girls_Love_Sailors,"The film starts with the loading of a ship called the Merry Maiden. Oliver is first mate on the ship and described as ""a bully, the nastiest crew member, after the captain of course"". He features a beard and a mustache, rather than his usual solitary mustache. Stan plays Willie Brisling a guy who is engaged to Nelly and they are in love. The captain leaves his ship, he sees Nelly and decides he wants her. Stan has a tattoo of a ship on his chest and shows it to the captain. The captain pours a jug of water down Stan's sweater and abducts Nelly. The captain takes Nelly to his ship and Stan sneaks on board to rescue her. Oliver starts to look for Stan. Stan decides to save Nelly his last hope is to get rid of the crew, one by one. Stan disguises himself as a loose woman. The crew begin to fall for his charms. Stan calls one of the crewmen over, he hits the crewman with a cosh and knocks him out. Then he throws the cosh at Oliver, who thinks the crewman threw the cosh. Oliver throws the crewman overboard, this is repeated until all of the crew are in the sea.
Nelly is being harassed by the captain. The captain's wife appears at the ship. The Captain takes a fancy to Stan. The wife appears as Stan is sat in the captain's lap. The captain's wife takes a gun and goes to shoot her husband. Stan stops her and takes off his wig. Stan says ""this was a test to see if you really love your husband"". The captain and wife begin to make up. But then the captain indicates he's going to ""deal with Stan later"". Stan is peeved, he opens the door and Nelly appears. Stan indicates the captain has been up to no good with Nelly and that four other loose women have already gone. The captain's wife is furious, Stan gives her the gun back. Stan and Nelly leave. There is a gunshot in the room. The wife, still angry, sees Stan and Nelly through a porthole and shoots them. Stan and Nelly's clothes fall off revealing their underwear.","film start loading ship call Merry Maiden Oliver mate ship describe bully nasty crew member captain course feature beard mustache usual solitary mustache Stan play Willie Brisling guy engage Nelly love captain leave ship see nelly decide want Stan tattoo ship chest show captain captain pour jug water Stan sweater abduct nelly captain take nelly ship Stan sneak board rescue Oliver start look Stan Stan decide save Nelly hope rid crew Stan disguise loose woman crew begin fall charm Stan call crewman hit crewman cosh knock throw cosh Oliver think crewman throw cosh oliver throw crewman overboard repeat crew sea 
 nelly harass captain captain wife appear ship Captain take fancy Stan wife appear Stan sit captain lap captain wife take gun go shoot husband Stan stop take wig Stan say test love husband captain wife begin captain indicate go deal Stan later Stan peeve open door Nelly appear Stan indicate captain good Nelly loose woman go captain wife furious Stan give gun Stan Nelly leave gunshot room wife angry see Stan nelly porthole shoot Stan Nelly clothe fall reveal underwear"
1927,Wings,American,William A. Wellman,"Clara Bow, Charles ""Buddy"" Rogers, Richard Arlen, Jobyna Ralston",war,https://en.wikipedia.org/wiki/Wings_(1927_film),"Jack Powell and David Armstrong are rivals in the same small American town, both vying for the attentions of pretty Sylvia Lewis. Jack fails to realize that ""the girl next door"", Mary Preston, is desperately in love with him. The two young men both enlist to become combat pilots in the Air Service. When they leave for training camp, Jack mistakenly believes Sylvia prefers him. She actually prefers David and lets him know about her feelings, but is too kindhearted to turn down Jack's affection.
Jack and David are billeted together. Their tent mate is Cadet White, but their acquaintance is all too brief; White is killed in an air crash the same day. Undaunted, the two men endure a rigorous training period, where they go from being enemies to best friends. Upon graduating, they are shipped off to France to fight the Germans.
Mary joins the war effort by becoming an ambulance driver. She later learns of Jack's reputation as the ace known as ""The Shooting Star"" and encounters him while on leave in Paris. She finds him, but he is too drunk to recognize her. She puts him to bed, but when two military police barge in while she is innocently changing from a borrowed dress back into her uniform in the same room, she is forced to resign and return to the United States.
The climax of the story comes with the epic Battle of Saint-Mihiel. David is shot down and presumed dead. However, he survives the crash landing, steals a German biplane, and heads for the Allied lines. By a tragic stroke of bad luck, Jack spots the enemy aircraft and, bent on avenging his friend, begins an attack. He is successful in downing the aircraft and lands to retrieve a souvenir of his victory. The owner of the land where David's aircraft crashed urges Jack to come to the dying man's side. He agrees and becomes distraught when he realizes what he has done. David consoles him and before he dies, forgives his comrade.
At the war's end, Jack returns home to a hero's welcome. He visits David's grieving parents to return his friend's effects. During the visit he begs their forgiveness for causing David's death. Mrs. Armstrong says it is not Jack who is responsible for her son's death, but the war. Then, Jack is reunited with Mary and realizes he loves her.","Jack Powell David Armstrong rival small american town vie attention pretty Sylvia Lewis Jack fail realize girl door Mary Preston desperately love young man enlist combat pilot Air Service leave training camp Jack mistakenly believe Sylvia prefer actually prefer David let know feeling kindhearte turn Jack affection 
 Jack David billet tent mate Cadet White acquaintance brief White kill air crash day undaunte man endure rigorous training period enemy good friend graduate ship France fight Germans 
 Mary join war effort ambulance driver later learn Jack reputation ace know Shooting Star encounter leave Paris find drunk recognize put bed military police barge innocently change borrow dress uniform room force resign return United States 
 climax story come epic Battle Saint Mihiel David shoot presume dead survive crash landing steal german biplane head Allied line tragic stroke bad luck Jack spot enemy aircraft bent avenge friend begin attack successful down aircraft land retrieve souvenir victory owner land David aircraft crash urge Jack come die man agree distraught realize David console die forgive comrade 
 war end Jack return home hero welcome visit David grieve parent return friend effect visit beg forgiveness cause David death Mrs. Armstrong say Jack responsible son death war Jack reunite Mary realize love"
1927,The Yankee Clipper,American,Rupert Julian,"William Boyd, Elinor Fair, Junior Coghlan, John Miljan",adventure,https://en.wikipedia.org/wiki/The_Yankee_Clipper_(1927_film),"Captain Winslow takes a revolutionary new clipper ship, built by his father, on its first voyage, and Mickey Murphy is found stowing away in a burlap sack. While in China, Winslow attends a dinner hosted by a wealthy Chinese merchant and rescues English maiden Lady Jocelyn Huntington from rioting beggars. Winslow agrees to a race from China to Boston against an English clipper ship. He wins the race and Lady Jocelyn.",Captain Winslow take revolutionary new clipper ship build father voyage Mickey Murphy find stow away burlap sack China Winslow attend dinner host wealthy chinese merchant rescue english maiden Lady Jocelyn Huntington rioting beggar winslow agree race China Boston english clipper ship win race Lady Jocelyn
1928,4 Devils,American,F.W. Murnau,"Janet Gaynor, Anders Randolf",drama,https://en.wikipedia.org/wiki/4_Devils,"The plot concerns four orphans (Janet Gaynor, Nancy Drexel, Barry Norton, and Charles Morton) who become a high wire act, and centers around sinister goings-on at a circus.",plot concern orphan Janet Gaynor Nancy Drexel Barry Norton Charles Morton high wire act center sinister going circus
1928,Abie's Irish Rose,American,Victor Fleming,"Charles ""Buddy"" Rogers, Nancy Carroll",comedy,https://en.wikipedia.org/wiki/Abie%27s_Irish_Rose_(1928_film),"A Jewish boy, Abie Levy (Rogers), falls in love with and secretly marries Rosemary Murphy (Carroll), an Irish Catholic girl, but lies to his family, saying that she's Jewish. The fathers of both bride and groom are at first religiously bigoted toward the other but with the birth of twin grandchildren, their antagonism fades.",jewish boy Abie Levy Rogers fall love secretly marry Rosemary Murphy Carroll irish catholic girl lie family say jewish father bride groom religiously bigote birth twin grandchild antagonism fade
1928,Across to Singapore,American,William Nigh,"Ramón Novarro, Joan Crawford","romance, drama",https://en.wikipedia.org/wiki/Across_to_Singapore,"In 1857, Joel Shore (Ramon Novarro), the carefree youngest son of a seafaring family, has a flirtatious friendship with Priscilla Crowninshield (Joan Crawford), and he eventually falls in love with her. However, unbeknownst to him, Priscilla has been betrothed to Joel's much older brother, Mark (Ernest Torrence). The wedding is announced in church as a surprise, and Joel and Priscilla are both shocked, with Priscilla refusing to kiss her new husband after the ceremony.
Mark, a ship's captain, sails to Singapore, accompanied by Joel and their other brothers. Priscilla tells Joel she had no idea about the marriage and tries to kiss him, but Joel is hurt and rebuffs Priscilla's advances before he leaves. At the same time, Mark, mad about Priscilla spurning him, drinks heavily during the voyage and begins to see hallucinations of Priscilla. He senses that Priscilla loves someone else and threatens to harm whoever it is, but Joel tells him she does not love anyone but Mark. Mark continues to drink once they arrive in Singapore, but a conspiratorial crew led by Finch (Jim Mason) sails from Singapore without him, with Mark killed in a bar fight. Joel is put in handcuffs for allegedly not coming to his brother's aid during the fight.
Reaching home, Joel is freed; he finds Priscilla, and, taking her with him, he returns to Singapore for Mark, as he does not believe Mark is dead. They arrive in Singapore six months after having left, and find Mark a drunken mess. Mark sees that Priscilla does not love him, and he steps aside for his brother.","1857 Joel Shore Ramon Novarro carefree young son seafaring family flirtatious friendship Priscilla Crowninshield Joan Crawford eventually fall love unbeknownst Priscilla betroth Joel old brother Mark Ernest Torrence wedding announce church surprise Joel Priscilla shocked Priscilla refuse kiss new husband ceremony 
 Mark ship captain sail Singapore accompany Joel brother Priscilla tell Joel idea marriage try kiss Joel hurt rebuff Priscilla advance leave time Mark mad Priscilla spurn drink heavily voyage begin hallucination Priscilla sense Priscilla love threaten harm Joel tell love Mark Mark continue drink arrive Singapore conspiratorial crew lead Finch Jim Mason sail Singapore Mark kill bar fight Joel handcuff allegedly come brother aid fight 
 reach home Joel free find Priscilla take return Singapore Mark believe Mark dead arrive Singapore month have leave find Mark drunken mess Mark see Priscilla love step aside brother"
1928,The Air Circus,American,"Howard Hawks, Lewis Seiler","Arthur Lake, Sue Carol",drama,https://en.wikipedia.org/wiki/The_Air_Circus,"Two young men, ""Speed"" Doolittle (Arthur Lake) and Buddy Blake (David Rollins) go out west to become pilots. The pair encounter an accomplished aviator (Sue Carol) in flight school at a local airport.
Once at the school, the boys set about learning to fly. On his first solo flight, however, Buddy has a sudden attack of fear and almost kills himself and his instructor. Buddy despairs of becoming an aviator, and his mother (Louise Dresser ) comes to comfort him.
Sue and Speed take off in an aircraft with defective landing gear, and Buddy, overcoming his fear, flies to their assistance. He prevents Speed from landing until he and Sue have fixed the defective part.","young man speed Doolittle Arthur Lake Buddy Blake David Rollins west pilot pair encounter accomplished aviator Sue Carol flight school local airport 
 school boy set learn fly solo flight Buddy sudden attack fear kill instructor buddy despair aviator mother Louise Dresser come comfort 
 Sue Speed aircraft defective landing gear Buddy overcome fear fly assistance prevent Speed land Sue fix defective"
1928,Alias Jimmy Valentine,American,Jack Conway,"Lionel Barrymore, William Haines",crime,https://en.wikipedia.org/wiki/Alias_Jimmy_Valentine,"Jimmy Valentine is the alias of an infamous safe cracker who has just been sentenced to prison for four years for his crimes. He does not stay locked up for long, though, as he is released after ten months. When he is released, he packs his state of the art, custom robbery tools and commits several more robberies. Ben Price, the detective who put him away the first time is called to the case, but although he knows it is Jimmy (because of the style the crimes were committed with) he cannot find him. Jimmy has actually fled and he is currently in the small town of Elmore, Arkansas, with plans to rob the local bank there.
However, he finds himself love struck by the banker's beautiful daughter, Annabel Adams, and begins to fall in love with her. In order to get such a beautiful girl, he decides to turn over a new leaf and give up his criminal career and take another alias, Ralph D. Spencer. ""Ralph"" opens a shoe-making store and is very successful in doing so. He even begins to like his new life, and easily wins Annabel's heart, becoming engaged to her. He writes a letter to an old friend, and tells him to meet him in Little Rock, where he will give him his robbery tools he doesn't need anymore. On the day of the exchange, however, the banker shows the town his new safe, that cannot be broken into. Annabel's nieces are amazed at the sheer size of it, and begin to walk in and out of it.
Unfortunately, one accidentally shuts the door, locking the other inside. Everyone panics, as the banker has not set the combination yet, and Annabelle begs ""Ralph"" to do something. This is hard for Valentine, as Ben Price has also tracked him down, and watches to see his decision. As Jimmy has tried so hard to start over, he finds himself making a very difficult decision. However, he decides that there is only so much air in the safe, and if he does not take action, the terrified child may suffocate. Valentine pulls out his bag of tools and breaks the safe open in a matter of seconds, amazing the banker, and saving the child. (He ironically broke his own record in his haste.) Jimmy knows that since he has revealed his identity, he must leave. As he is leaving, he decides that he may as well go to prison and he surrenders to Ben. However, Ben, who knows that Valentine has truly changed, tells Jimmy he should go to Little Rock, and leaves, pretending that he never saw him.","Jimmy Valentine alias infamous safe cracker sentence prison year crime stay lock long release month release pack state art custom robbery tool commit robbery Ben Price detective away time call case know Jimmy style crime commit find Jimmy actually flee currently small town Elmore Arkansas plan rob local bank 
 find love strike banker beautiful daughter Annabel Adams begin fall love order beautiful girl decide turn new leaf criminal career alias Ralph D. Spencer Ralph open shoe make store successful begin like new life easily win Annabel heart engage write letter old friend tell meet Little Rock robbery tool need anymore day exchange banker show town new safe break Annabel niece amazed sheer size begin walk 
 unfortunately accidentally shut door lock inside panic banker set combination Annabelle beg Ralph hard Valentine Ben Price track watch decision Jimmy try hard start find make difficult decision decide air safe action terrify child suffocate valentine pull bag tool break safe open matter second amaze banker save child ironically break record haste Jimmy know reveal identity leave leave decide prison surrender Ben Ben know Valentine truly change tell Jimmy Little Rock leave pretend see"
1928,The Barker,American,George Fitzmaurice,"Milton Sills, Dorothy Mackaill",drama,https://en.wikipedia.org/wiki/The_Barker,"The film tells the story of a woman (Dorothy Mackaill) who comes between a man (Milton Sills) and his estranged son (Douglas Fairbanks Jr.). Sills is a carnival barker who is in love with a dancing girl and is ambitious to have his son, Fairbanks, become a lawyer. Fairbanks has other ideas and during his vacation he hops a freight, joins the carnival, and weds a dancing girl (Mackaill). Eventually, Fairbanks fulfills the ambition his father had for him.",film tell story woman Dorothy Mackaill come man Milton Sills estranged son Douglas Fairbanks Jr. sill carnival barker love dance girl ambitious son fairbank lawyer fairbank idea vacation hop freight join carnival wed dancing girl Mackaill eventually Fairbanks fulfill ambition father
1928,The Battle of the Sexes,American,D. W. Griffith,"Jean Hersholt, Phyllis Haver",drama,https://en.wikipedia.org/wiki/The_Battle_of_the_Sexes_(1928_film),"Marie Skinner (Phyllis Haver) is a gold digger with her hooks out for devoted middle-aged family man J.C. Judson (Jean Hersholt), a portly real estate tycoon, who falls for her when she contrives to meet him. When his wife (Belle Bennett) and grown children, Ruth (Sally O'Neil) and Billy (William Bakewell) discover him dancing with Marie at a nightclub, J.C. leaves home the next day. Ruth seeks out Marie to shoot her, but is interrupted by Marie's boyfriend, jazz hound Babe Winsor (Don Alvarado), who takes a shine to her. When Judson walks in on them he condemns her licentiousness, but is forced to face his double standard when he witnesses a violent argument between Marie and Babe. Full of contrition, J.C. returns to home and hearth and the bosom of his loving family.[5][6][7]",Marie Skinner Phyllis Haver gold digger hook devoted middle aged family man J.C. Judson Jean Hersholt portly real estate tycoon fall contrive meet wife Belle Bennett grow child Ruth Sally O'Neil Billy William Bakewell discover dance Marie nightclub J.C. leave home day Ruth seek Marie shoot interrupt Marie boyfriend jazz hound Babe Winsor Don Alvarado take shine Judson walk condemn licentiousness force face double standard witness violent argument Marie Babe contrition J.C. return home hearth bosom loving family.[5][6][7
1928,Beware of Bachelors,American,Roy Del Ruth,"Audrey Ferris, William Collier Jr.",comedy,https://en.wikipedia.org/wiki/Beware_of_Bachelors,"A young doctor (William Collier Jr) is accused by his pretty wife (Audrey Ferris) of paying too much attention to one of his woman patients (Margaret Livingston) when she makes a pass at him. Ferris, assuming that her husband is having an affair, decide to have one herself with a perfumer, played by George Beranger. Wife and husband make up but they soon quarrel once again when the jealous wife finds her husband at a cafe with Livingston. Ferris decides to leave her husband and starts going out with Beranger to wild parties. Eventually, Ferris decides that she truly loves Collier and can't live without him. They are reconciled and Ferris returns to her husband.",young doctor William Collier Jr accuse pretty wife Audrey Ferris pay attention woman patient Margaret Livingston make pass Ferris assume husband have affair decide perfumer play George Beranger wife husband soon quarrel jealous wife find husband cafe Livingston Ferris decide leave husband start go Beranger wild party eventually Ferris decide truly love Collier live reconcile Ferris return husband
1928,The Cameraman,American,"Edward Sedgwick, Buster Keaton","Buster Keaton, Marceline Day","comedy, romance",https://en.wikipedia.org/wiki/The_Cameraman,"Buster (Buster Keaton), a sidewalk tintype portrait photographer in New York City, develops a crush on Sally (Marceline Day), a secretary who works for MGM Newsreels. To be near her, he purchases an old film camera, emptying his bank account, and attempts to get a job as one of MGM's filmers. Harold (Harold Goodwin), an MGM cameraman who has designs on Sally himself, mocks his ambition.
Sally, however, encourages Buster and suggests he film anything and everything. Buster's first attempts show his total lack of experience. He double exposes or over exposes much of the footage, and the rest is simply no good. Despite this setback, Sally agrees to go out with Buster, after her Sunday date cancels. They go to the city plunge (pool), where Buster gets involved in numerous mishaps. Later, Harold offers Sally a ride home; Buster has to sit in the rumble seat, where he gets drenched in the rain.
The next day, Sally gives him a hot tip she has just received that something big is going to happen in Chinatown. In his rush to get there, he accidentally runs into an organ grinder, who falls and apparently kills his monkey. A nearby cop makes Buster pay for the monkey and take its body with him. The monkey turns out only to be dazed and joins Buster on his venture.
In Chinatown, Buster films the outbreak of a Tong War, narrowly escaping death on several occasions. At the end, he is rescued from Tong members by the timely arrival of the police, led by a cop (Harry Gribbon) who had been the unintentional victim of several of Buster's antics over the last few days. The cop tries to have him committed to the mental hospital, but Buster makes his escape with his camera intact.
Returning to MGM, Buster and the newsreel company's boss are dismayed to find that he apparently forgot to load film into his camera. When Sally finds herself in trouble for giving Buster the tip, Buster offers to make amends by leaving MGM alone once and for all.
Buster returns to his old job, but does not give up on filming, setting up to record a boat race. He then discovers that he has Tong footage after all; the mischievous monkey had switched the reels. Sally and Harold are speeding along in one of the boats. When Harold makes too sharp a turn, the two are thrown into the river. Harold saves himself, but Sally is trapped by the circling boat. Buster stops filming to jump in and rescues her. The monkey gets behind the camera to film the daring rescue. When Buster rushes to a drug store to get medical supplies to revive her, Harold returns and takes credit for the rescue. The two go off, leaving the broken-hearted Buster behind.
Buster decides to send his Tong footage to MGM free of charge. The boss decides to screen it for Harold and Sally for laughs, but is thrilled by what he sees, calling it the best camerawork he has seen in years. They also see footage of Buster's boat footage and the monkey's shot of Buster's rescue of Sally. The boss sends Sally to get Buster. She tells him he is in for a great reception. Buster assumes a ticker-tape parade is in his honor, whereas it is really for Charles Lindbergh.","Buster Buster Keaton sidewalk tintype portrait photographer New York City develop crush Sally Marceline Day secretary work MGM Newsreels near purchase old film camera empty bank account attempt job MGM filmer Harold Harold Goodwin MGM cameraman design Sally mock ambition 
 Sally encourage Buster suggest film Buster attempt total lack experience double expose expose footage rest simply good despite setback Sally agree Buster Sunday date cancel city plunge pool Buster get involve numerous mishap later Harold offer Sally ride home Buster sit rumble seat get drench rain 
 day Sally give hot tip receive big go happen Chinatown rush accidentally run organ grinder fall apparently kill monkey nearby cop make Buster pay monkey body monkey turn daze join Buster venture 
 Chinatown Buster film outbreak Tong War narrowly escape death occasion end rescue Tong member timely arrival police lead cop Harry Gribbon unintentional victim Buster antic day cop try commit mental hospital Buster make escape camera intact 
 return MGM Buster newsreel company boss dismay find apparently forget load film camera Sally find trouble give Buster tip Buster offer amend leave MGM 
 Buster return old job film set record boat race discover Tong footage mischievous monkey switch reel Sally Harold speed boat Harold make sharp turn throw river harold save Sally trap circle boat Buster stop film jump rescue monkey get camera film dare rescue Buster rush drug store medical supply revive Harold return take credit rescue leave break hearted Buster 
 Buster decide send Tong footage MGM free charge boss decide screen Harold Sally laugh thrill see call good camerawork see year footage Buster boat footage monkey shot Buster rescue Sally boss send Sally Buster tell great reception Buster assume tick tape parade honor Charles Lindbergh"
